   0.830678   0.538584   0.141067   -0.023830   -0.218749   0.975489
   0.831986   0.536767   0.140305   -0.023726   -0.218239   0.975610
   0.834601   0.532878   0.139367   -0.023147   -0.218863   0.975451
   0.834776   0.532841   0.138726   -0.022397   -0.218886   0.975502
   0.837042   0.529400   0.138080   -0.022917   -0.218229   0.975613
   0.837921   0.528191   0.137451   -0.022656   -0.217961   0.975689
   0.840414   0.524387   0.136906   -0.023077   -0.217760   0.975740
   0.842566   0.520998   0.136408   -0.023439   -0.217564   0.975746
   0.842710   0.520949   0.135930   -0.022990   -0.217429   0.975818
   0.843612   0.519598   0.135522   -0.022973   -0.217228   0.975866
   0.845959   0.515879   0.134990   -0.023375   -0.217028   0.975886
   0.847734   0.513119   0.134554   -0.023655   -0.216841   0.975945
   0.849682   0.509908   0.134195   -0.024101   -0.216680   0.975932
   0.849912   0.509627   0.133812   -0.023793   -0.216577   0.975963
   0.851710   0.506735   0.133483   -0.024200   -0.216421   0.976004
   0.853048   0.504605   0.133114   -0.024394   -0.216242   0.976053
   0.854972   0.501379   0.132753   -0.024839   -0.216079   0.976050
   0.855377   0.500740   0.132655   -0.024955   -0.215954   0.976088
   0.855849   0.500012   0.132345   -0.024818   -0.215879   0.976107
   0.856069   0.499716   0.132078   -0.024626   -0.215811   0.976132
   0.856302   0.499404   0.131875   -0.024369   -0.215974   0.976120
   0.856901   0.498439   0.131553   -0.024011   -0.216327   0.976039
   0.857110   0.498118   0.131244   -0.023387   -0.216890   0.975908
   0.857778   0.497052   0.131016   -0.023409   -0.216843   0.975930
   0.858484   0.495883   0.130745   -0.023476   -0.216679   0.975955
   0.859923   0.493386   0.130576   -0.023942   -0.216560   0.975948
   0.861507   0.490657   0.130501   -0.024553   -0.216469   0.975965
   0.861507   0.490657   0.130501   -0.024553   -0.216469   0.975965
   0.861475   0.490772   0.130425   -0.024391   -0.216555   0.975970
   0.861497   0.490748   0.130518   -0.024295   -0.216902   0.975914
   0.861497   0.490748   0.130518   -0.024295   -0.216902   0.975914
   0.861482   0.490764   0.130456   -0.024359   -0.216670   0.975951
   0.861482   0.490764   0.130456   -0.024359   -0.216670   0.975951
   0.861482   0.490764   0.130456   -0.024359   -0.216670   0.975951
   0.861482   0.490764   0.130456   -0.024359   -0.216670   0.975951
   0.861538   0.490678   0.130491   -0.024801   -0.216036   0.976091
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861510   0.490689   0.130515   -0.025014   -0.215720   0.976139
   0.861556   0.490644   0.130422   -0.024159   -0.216985   0.975887
   0.862535   0.489046   0.130100   -0.018099   -0.227118   0.973729
   0.861672   0.490628   0.129539   -0.023172   -0.216965   0.975891
   0.865510   0.489531   0.105914   -0.039714   -0.143721   0.988804
   0.871557   0.488183   0.045001   -0.018269   -0.059385   0.998047
   0.872335   0.488834   -0.004622   0.016400   -0.019814   0.999643
   0.887543   0.459949   -0.025904   0.053988   -0.048009   0.997365
   0.900802   0.433726   -0.021579   0.057372   -0.069605   0.995937
   0.905140   0.424630   -0.021372   0.055530   -0.068230   0.996146
   0.905384   0.423065   -0.035696   0.063382   -0.051550   0.996646
   0.906074   0.419021   -0.058306   0.081783   -0.038267   0.995889
   0.906091   0.414868   -0.082962   0.108571   -0.038485   0.993343
   0.904138   0.415484   -0.099690   0.128383   -0.041629   0.990866
   0.902742   0.418502   -0.099292   0.124449   -0.033172   0.991644
   0.899771   0.426481   -0.092504   0.109943   -0.016392   0.993818
   0.898765   0.429439   -0.088171   0.096654   0.002067   0.995301
   0.897372   0.432384   -0.088132   0.091164   0.013757   0.995741
   0.900039   0.426997   -0.087350   0.093970   0.005589   0.995573
   0.899115   0.430309   -0.080081   0.085734   0.006273   0.996292
   0.894091   0.441671   -0.074217   0.078314   0.008979   0.996878
   0.891899   0.447293   -0.066642   0.068942   0.011154   0.997557
   0.888852   0.453557   -0.064786   0.066893   0.011415   0.997679
   0.883156   0.464274   -0.066724   0.067600   0.014779   0.997587
   0.885807   0.458884   -0.068910   0.074040   0.006829   0.997220
   0.888160   0.454103   -0.070324   0.081484   -0.005025   0.996653
   0.888999   0.452277   -0.071727   0.089111   -0.017218   0.995882
   0.890858   0.448731   -0.070808   0.087264   -0.016069   0.996057
   0.892080   0.446414   -0.069608   0.085195   -0.014909   0.996221
   0.893784   0.443923   -0.063930   0.081197   -0.019973   0.996500
   0.893930   0.444492   -0.057903   0.074642   -0.020234   0.997023
   0.891817   0.449301   -0.052789   0.072078   -0.025922   0.997060
