   0.987440   0.091977   0.128380
   0.987437   0.091985   0.128375
   0.987559   0.091144   0.128331
   0.987426   0.092114   0.128374
   0.987432   0.092001   0.128363
   0.987414   0.092243   0.128374
   0.987423   0.092122   0.128369
   0.987405   0.092365   0.128379
   0.987323   0.093456   0.128428
   0.987341   0.093213   0.128417
   0.987341   0.093213   0.128417
   0.987336   0.093229   0.128405
   0.987351   0.092994   0.128389
   0.987148   0.095054   0.128365
   0.987308   0.093593   0.128421
   0.987306   0.093601   0.128416
   0.987533   0.091177   0.128424
   0.987491   0.091911   0.128335
   0.987499   0.091790   0.128330
   0.987499   0.091790   0.128330
   0.987508   0.091669   0.128325
   0.987524   0.091299   0.128430
   0.987384   0.092517   0.128362
   0.987375   0.092638   0.128367
   0.987515   0.091420   0.128435
   0.987524   0.091299   0.128430
   0.987411   0.092153   0.128346
   0.987366   0.092760   0.128373
   0.987366   0.092760   0.128373
   0.987375   0.092638   0.128367
   0.987506   0.091541   0.128440
   0.987506   0.091541   0.128440
   0.987741   0.089124   0.128328
   0.987839   0.087549   0.128374
   0.988068   0.084889   0.128367
   0.988030   0.085488   0.128399
   0.988030   0.085488   0.128399
   0.988101   0.084404   0.128346
   0.988101   0.084404   0.128346
   0.988021   0.085610   0.128405
   0.988193   0.083792   0.128440
   0.988171   0.084283   0.128340
   0.988405   0.081494   0.128334
   0.988255   0.082829   0.128393
   0.988255   0.082829   0.128393
   0.988255   0.082829   0.128393
   0.988255   0.082829   0.128393
   0.988255   0.082829   0.128393
   0.988255   0.082829   0.128393
   0.988255   0.082829   0.128393
   0.988255   0.082829   0.128393
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988296   0.082222   0.128366
   0.988317   0.082197   0.128416
   0.988324   0.082046   0.128396
   0.988314   0.082340   0.128290
   0.988381   0.081866   0.128193
   0.988392   0.081737   0.128193
   0.988407   0.081698   0.128218
   0.988371   0.081664   0.128122
   0.988412   0.081592   0.128051
   0.988421   0.081569   0.128066
   0.988341   0.082111   0.128002
   0.988286   0.083450   0.127990
   0.988431   0.080726   0.128186
   0.988883   0.079459   0.125597
   0.991659   0.080883   0.100492
   0.990193   0.093362   0.104121
   0.987371   0.098942   0.123715
   0.990215   0.096754   0.100567
   0.991826   0.110022   0.064568
   0.990515   0.131137   0.040742
   0.990589   0.135069   0.020927
   0.991552   0.129124   0.010791
   0.991388   0.131113   -0.003649
   0.989190   0.139357   -0.046241
   0.986675   0.148549   -0.066284
   0.986899   0.152537   -0.052532
   0.988498   0.144754   -0.044296
   0.989444   0.137450   -0.045554
   0.990262   0.131548   -0.045526
   0.988308   0.145297   -0.046545
   0.986363   0.158437   -0.043943
   0.984151   0.170589   -0.048177
   0.981724   0.183785   -0.049405
   0.979449   0.194657   -0.052687
   0.976820   0.205400   -0.060293
   0.973856   0.218105   -0.063469
   0.971269   0.229263   -0.063505
   0.969313   0.237605   -0.062757
   0.967341   0.245206   -0.063856
   0.964451   0.257336   -0.059823
   0.962464   0.265078   -0.058537
   0.960057   0.273563   -0.058592
   0.958442   0.279872   -0.055796
   0.956159   0.288250   -0.051579
   0.954157   0.295937   -0.044239
   0.954291   0.297541   -0.028356
   0.953308   0.302046   -0.001500
   0.951772   0.304472   0.036940
   0.949865   0.298816   0.091932
   0.940830   0.294133   0.168477
   0.922526   0.284611   0.260601
   0.892589   0.273426   0.358466
   0.847072   0.257098   0.465135
   0.787361   0.230367   0.571807
   0.704346   0.199413   0.681250
   0.568262   0.147507   0.809544
   0.440546   0.090148   0.893175
   0.304673   0.022253   0.952198
   0.158484   -0.043072   0.986424
   0.019471   -0.097569   0.995056
   -0.094960   -0.132513   0.986591
   -0.147019   -0.135175   0.979859
   -0.150485   -0.121190   0.981152
   -0.166596   -0.120540   0.978639
   -0.182333   -0.125464   0.975229
   -0.185588   -0.129043   0.974104
   -0.181503   -0.132867   0.974389
   -0.172114   -0.127539   0.976824
   -0.166609   -0.128357   0.977616
   -0.160290   -0.131123   0.978303
   -0.140017   -0.126578   0.981997
   -0.127817   -0.124114   0.983989
   -0.090958   -0.115700   0.989108
   -0.038161   -0.095615   0.994669
   -0.011748   -0.086117   0.996190
   0.030146   -0.070931   0.997021
   0.114132   -0.039724   0.992703
   0.215427   -0.000589   0.976525
   0.303264   0.035212   0.952265
   0.391282   0.070127   0.917573
   0.482572   0.107667   0.869206
   0.574896   0.146142   0.805112
   0.676221   0.186575   0.712701
   0.769964   0.227151   0.596264
   0.846080   0.260515   0.465101
   0.898874   0.292723   0.326149
   0.926266   0.326305   0.188657
   0.930792   0.363251   0.040513
   0.922312   0.376888   -0.085048
   0.914573   0.386346   -0.119467
   0.915942   0.391365   -0.088936
   0.915281   0.394861   -0.079613
   0.912197   0.400944   -0.084694
   0.908839   0.409402   -0.080337
   0.908039   0.412890   -0.070349
   0.907049   0.415950   -0.065025
   0.906024   0.418746   -0.061695
   0.903156   0.425686   -0.055376
   0.901141   0.430742   -0.049536
   0.899481   0.434308   -0.048298
   0.898440   0.436546   -0.046863
   0.898150   0.437540   -0.043190
   0.896477   0.441055   -0.042895
   0.896487   0.440970   -0.042449
   0.895527   0.443635   -0.034806
   0.894492   0.445679   -0.035766
   0.892589   0.449505   -0.035727
   0.891649   0.451860   -0.027884
   0.890754   0.452993   -0.036495
   0.887404   0.457400   -0.056806
   0.882867   0.460236   -0.093693
   0.874368   0.464923   -0.139073
   0.857254   0.477284   -0.193197
   0.826809   0.490278   -0.275629
   0.781081   0.483667   -0.394908
   0.724577   0.459310   -0.513843
   0.630388   0.415612   -0.655623
   0.472617   0.331124   -0.816669
   0.318637   0.237582   -0.917607
   0.210121   0.163514   -0.963934
   0.117566   0.104011   -0.987607
